idx,constellation,satIdx,channelIndex,snrIdx,snr_set_dB,snr_meas_dB,dopIdx,doppler_set_Hz,pred_label,top_score,is_correct,detected,numBoxes
305,starlink,4,5,1,-10.000000,-10.000000,5,-40000.000,starlink,0.979560,1,1,1
306,starlink,4,5,1,-10.000000,-10.000000,6,40000.000,starlink,0.978520,1,1,1
307,starlink,4,3,1,-10.000000,-10.000000,7,120000.000,starlink,0.978978,1,1,1
308,starlink,4,4,1,-10.000000,-10.000000,8,200000.000,starlink,0.980792,1,1,1
309,starlink,4,2,1,-10.000000,-10.000000,9,280000.000,starlink,0.979193,1,1,1
310,starlink,4,6,1,-10.000000,-10.000000,10,360000.000,starlink,0.982713,1,1,1
311,starlink,4,7,2,-7.777778,-7.777778,1,-360000.000,starlink,0.982512,1,1,1
312,starlink,4,8,2,-7.777778,-7.777778,2,-280000.000,starlink,0.984311,1,1,1
313,starlink,4,5,2,-7.777778,-7.777778,3,-200000.000,starlink,0.983369,1,1,1
314,starlink,4,5,2,-7.777778,-7.777778,4,-120000.000,starlink,0.983165,1,1,1
315,starlink,4,7,2,-7.777778,-7.777778,5,-40000.000,starlink,0.983694,1,1,1
316,starlink,4,7,2,-7.777778,-7.777778,6,40000.000,starlink,0.984510,1,1,2
317,starlink,4,4,2,-7.777778,-7.777778,7,120000.000,starlink,0.981695,1,1,1
318,starlink,4,2,2,-7.777778,-7.777778,8,200000.000,starlink,0.981139,1,1,1
319,starlink,4,8,2,-7.777778,-7.777778,9,280000.000,starlink,0.981626,1,1,1
320,starlink,4,1,2,-7.777778,-7.777778,10,360000.000,starlink,0.984199,1,1,1
321,starlink,4,5,3,-5.555556,-5.555556,1,-360000.000,starlink,0.985635,1,1,1
322,starlink,4,1,3,-5.555556,-5.555556,2,-280000.000,starlink,0.984624,1,1,1
323,starlink,4,8,3,-5.555556,-5.555556,3,-200000.000,starlink,0.985741,1,1,1
324,starlink,4,2,3,-5.555556,-5.555556,4,-120000.000,starlink,0.985471,1,1,1
325,starlink,4,3,3,-5.555556,-5.555556,5,-40000.000,starlink,0.984552,1,1,1
326,starlink,4,1,3,-5.555556,-5.555556,6,40000.000,starlink,0.984347,1,1,1
327,starlink,4,2,3,-5.555556,-5.555556,7,120000.000,starlink,0.984035,1,1,1
328,starlink,4,1,3,-5.555556,-5.555556,8,200000.000,starlink,0.985929,1,1,1
329,starlink,4,1,3,-5.555556,-5.555556,9,280000.000,starlink,0.986431,1,1,1
330,starlink,4,7,3,-5.555556,-5.555556,10,360000.000,starlink,0.983079,1,1,1
331,starlink,4,1,4,-3.333333,-3.333333,1,-360000.000,starlink,0.985644,1,1,1
332,starlink,4,2,4,-3.333333,-3.333333,2,-280000.000,starlink,0.984815,1,1,1
333,starlink,4,6,4,-3.333333,-3.333333,3,-200000.000,starlink,0.984848,1,1,1
334,starlink,4,8,4,-3.333333,-3.333333,4,-120000.000,starlink,0.984925,1,1,1
335,starlink,4,1,4,-3.333333,-3.333333,5,-40000.000,starlink,0.985994,1,1,1
336,starlink,4,6,4,-3.333333,-3.333333,6,40000.000,starlink,0.984817,1,1,1
337,starlink,4,5,4,-3.333333,-3.333333,7,120000.000,starlink,0.985195,1,1,1
338,starlink,4,8,4,-3.333333,-3.333333,8,200000.000,starlink,0.987871,1,1,1
339,starlink,4,1,4,-3.333333,-3.333333,9,280000.000,starlink,0.984590,1,1,1
340,starlink,4,5,4,-3.333333,-3.333333,10,360000.000,starlink,0.985187,1,1,1
341,starlink,4,3,5,-1.111111,-1.111111,1,-360000.000,starlink,0.985141,1,1,1
342,starlink,4,3,5,-1.111111,-1.111111,2,-280000.000,starlink,0.983076,1,1,1
343,starlink,4,7,5,-1.111111,-1.111111,3,-200000.000,starlink,0.986294,1,1,1
344,starlink,4,7,5,-1.111111,-1.111111,4,-120000.000,starlink,0.988619,1,1,1
345,starlink,4,7,5,-1.111111,-1.111111,5,-40000.000,starlink,0.986816,1,1,1
346,starlink,4,4,5,-1.111111,-1.111111,6,40000.000,starlink,0.985705,1,1,1
347,starlink,4,4,5,-1.111111,-1.111111,7,120000.000,starlink,0.986140,1,1,1
348,starlink,4,1,5,-1.111111,-1.111111,8,200000.000,starlink,0.986629,1,1,1
349,starlink,4,7,5,-1.111111,-1.111111,9,280000.000,starlink,0.987670,1,1,1
350,starlink,4,7,5,-1.111111,-1.111111,10,360000.000,starlink,0.988451,1,1,1
351,starlink,4,5,6,1.111111,1.111111,1,-360000.000,starlink,0.985541,1,1,1
352,starlink,4,6,6,1.111111,1.111111,2,-280000.000,starlink,0.986584,1,1,1
353,starlink,4,8,6,1.111111,1.111111,3,-200000.000,starlink,0.987203,1,1,1
354,starlink,4,2,6,1.111111,1.111111,4,-120000.000,starlink,0.986224,1,1,1
355,starlink,4,4,6,1.111111,1.111111,5,-40000.000,starlink,0.985619,1,1,1
356,starlink,4,8,6,1.111111,1.111111,6,40000.000,starlink,0.987906,1,1,1
357,starlink,4,7,6,1.111111,1.111111,7,120000.000,starlink,0.987678,1,1,1
358,starlink,4,5,6,1.111111,1.111111,8,200000.000,starlink,0.986313,1,1,1
359,starlink,4,1,6,1.111111,1.111111,9,280000.000,starlink,0.989185,1,1,1
360,starlink,4,2,6,1.111111,1.111111,10,360000.000,starlink,0.986352,1,1,1
361,starlink,4,8,7,3.333333,3.333333,1,-360000.000,starlink,0.985366,1,1,1
362,starlink,4,7,7,3.333333,3.333333,2,-280000.000,starlink,0.987986,1,1,1
363,starlink,4,5,7,3.333333,3.333333,3,-200000.000,starlink,0.987094,1,1,1
364,starlink,4,1,7,3.333333,3.333333,4,-120000.000,starlink,0.988406,1,1,1
365,starlink,4,8,7,3.333333,3.333333,5,-40000.000,starlink,0.987706,1,1,1
366,starlink,4,5,7,3.333333,3.333333,6,40000.000,starlink,0.985728,1,1,1
367,starlink,4,8,7,3.333333,3.333333,7,120000.000,starlink,0.987609,1,1,1
368,starlink,4,2,7,3.333333,3.333333,8,200000.000,starlink,0.988647,1,1,1
369,starlink,4,7,7,3.333333,3.333333,9,280000.000,starlink,0.987517,1,1,1
370,starlink,4,8,7,3.333333,3.333333,10,360000.000,starlink,0.985670,1,1,1
371,starlink,4,1,8,5.555556,5.555556,1,-360000.000,starlink,0.985776,1,1,1
372,starlink,4,5,8,5.555556,5.555556,2,-280000.000,starlink,0.986916,1,1,1
373,starlink,4,8,8,5.555556,5.555556,3,-200000.000,starlink,0.985602,1,1,1
374,starlink,4,4,8,5.555556,5.555556,4,-120000.000,starlink,0.987464,1,1,1
375,starlink,4,2,8,5.555556,5.555556,5,-40000.000,starlink,0.985231,1,1,1
376,starlink,4,8,8,5.555556,5.555556,6,40000.000,starlink,0.987233,1,1,1
377,starlink,4,7,8,5.555556,5.555556,7,120000.000,starlink,0.988665,1,1,1
378,starlink,4,2,8,5.555556,5.555556,8,200000.000,starlink,0.985383,1,1,1
379,starlink,4,3,8,5.555556,5.555556,9,280000.000,starlink,0.986498,1,1,1
380,starlink,4,2,8,5.555556,5.555556,10,360000.000,starlink,0.987259,1,1,1
381,starlink,4,4,9,7.777778,7.777778,1,-360000.000,starlink,0.987251,1,1,1
382,starlink,4,2,9,7.777778,7.777778,2,-280000.000,starlink,0.986986,1,1,1
383,starlink,4,5,9,7.777778,7.777778,3,-200000.000,starlink,0.987065,1,1,1
384,starlink,4,6,9,7.777778,7.777778,4,-120000.000,starlink,0.988089,1,1,1
385,starlink,4,1,9,7.777778,7.777778,5,-40000.000,starlink,0.988222,1,1,1
386,starlink,4,5,9,7.777778,7.777778,6,40000.000,starlink,0.986208,1,1,1
387,starlink,4,3,9,7.777778,7.777778,7,120000.000,starlink,0.986423,1,1,1
388,starlink,4,1,9,7.777778,7.777778,8,200000.000,starlink,0.986885,1,1,1
389,starlink,4,6,9,7.777778,7.777778,9,280000.000,starlink,0.987063,1,1,1
390,starlink,4,3,9,7.777778,7.777778,10,360000.000,starlink,0.986076,1,1,1
391,starlink,4,3,10,10.000000,10.000000,1,-360000.000,starlink,0.986683,1,1,1
392,starlink,4,2,10,10.000000,10.000000,2,-280000.000,starlink,0.987182,1,1,1
393,starlink,4,8,10,10.000000,10.000000,3,-200000.000,starlink,0.986077,1,1,1
394,starlink,4,1,10,10.000000,10.000000,4,-120000.000,starlink,0.987511,1,1,1
395,starlink,4,8,10,10.000000,10.000000,5,-40000.000,starlink,0.987140,1,1,1
396,starlink,4,5,10,10.000000,10.000000,6,40000.000,starlink,0.986723,1,1,1
397,starlink,4,6,10,10.000000,10.000000,7,120000.000,starlink,0.987293,1,1,1
398,starlink,4,2,10,10.000000,10.000000,8,200000.000,starlink,0.985867,1,1,1
399,starlink,4,4,10,10.000000,10.000000,9,280000.000,starlink,0.986701,1,1,1
400,starlink,4,2,10,10.000000,10.000000,10,360000.000,starlink,0.987488,1,1,1
401,starlink,5,7,1,-10.000000,-10.000000,1,-360000.000,starlink,0.980840,1,1,1
402,starlink,5,6,1,-10.000000,-10.000000,2,-280000.000,starlink,0.979895,1,1,1
403,starlink,5,8,1,-10.000000,-10.000000,3,-200000.000,starlink,0.978802,1,1,1
404,starlink,5,1,1,-10.000000,-10.000000,4,-120000.000,starlink,0.980882,1,1,1
405,starlink,5,7,1,-10.000000,-10.000000,5,-40000.000,starlink,0.978701,1,1,1
406,starlink,5,6,1,-10.000000,-10.000000,6,40000.000,starlink,0.984522,1,1,1
407,starlink,5,6,1,-10.000000,-10.000000,7,120000.000,starlink,0.980467,1,1,1
408,starlink,5,6,1,-10.000000,-10.000000,8,200000.000,starlink,0.979435,1,1,1
409,starlink,5,1,1,-10.000000,-10.000000,9,280000.000,starlink,0.980467,1,1,1
410,starlink,5,7,1,-10.000000,-10.000000,10,360000.000,starlink,0.982658,1,1,1
411,starlink,5,3,2,-7.777778,-7.777778,1,-360000.000,starlink,0.983090,1,1,1
412,starlink,5,1,2,-7.777778,-7.777778,2,-280000.000,starlink,0.984297,1,1,1
413,starlink,5,1,2,-7.777778,-7.777778,3,-200000.000,starlink,0.981724,1,1,1
414,starlink,5,7,2,-7.777778,-7.777778,4,-120000.000,starlink,0.984038,1,1,1
415,starlink,5,1,2,-7.777778,-7.777778,5,-40000.000,starlink,0.982685,1,1,1
416,starlink,5,2,2,-7.777778,-7.777778,6,40000.000,starlink,0.980750,1,1,1
417,starlink,5,6,2,-7.777778,-7.777778,7,120000.000,starlink,0.985498,1,1,1
418,starlink,5,1,2,-7.777778,-7.777778,8,200000.000,starlink,0.983996,1,1,2
419,starlink,5,7,2,-7.777778,-7.777778,9,280000.000,starlink,0.983669,1,1,1
420,starlink,5,2,2,-7.777778,-7.777778,10,360000.000,starlink,0.981534,1,1,1
421,starlink,5,6,3,-5.555556,-5.555556,1,-360000.000,starlink,0.987350,1,1,1
422,starlink,5,4,3,-5.555556,-5.555556,2,-280000.000,starlink,0.985987,1,1,1
423,starlink,5,2,3,-5.555556,-5.555556,3,-200000.000,starlink,0.983282,1,1,1
424,starlink,5,3,3,-5.555556,-5.555556,4,-120000.000,starlink,0.981533,1,1,2
425,starlink,5,5,3,-5.555556,-5.555556,5,-40000.000,starlink,0.983198,1,1,1
426,starlink,5,8,3,-5.555556,-5.555556,6,40000.000,starlink,0.984481,1,1,1
427,starlink,5,6,3,-5.555556,-5.555556,7,120000.000,starlink,0.986432,1,1,1
428,starlink,5,5,3,-5.555556,-5.555556,8,200000.000,starlink,0.983373,1,1,1
429,starlink,5,7,3,-5.555556,-5.555556,9,280000.000,starlink,0.985726,1,1,1
430,starlink,5,4,3,-5.555556,-5.555556,10,360000.000,starlink,0.986762,1,1,1
431,starlink,5,5,4,-3.333333,-3.333333,1,-360000.000,starlink,0.985093,1,1,1
432,starlink,5,8,4,-3.333333,-3.333333,2,-280000.000,starlink,0.985215,1,1,1
433,starlink,5,4,4,-3.333333,-3.333333,3,-200000.000,starlink,0.985792,1,1,1
434,starlink,5,5,4,-3.333333,-3.333333,4,-120000.000,starlink,0.986456,1,1,1
435,starlink,5,3,4,-3.333333,-3.333333,5,-40000.000,starlink,0.983454,1,1,1
436,starlink,5,7,4,-3.333333,-3.333333,6,40000.000,starlink,0.985349,1,1,1
437,starlink,5,2,4,-3.333333,-3.333333,7,120000.000,starlink,0.985271,1,1,1
438,starlink,5,7,4,-3.333333,-3.333333,8,200000.000,starlink,0.987951,1,1,1
439,starlink,5,5,4,-3.333333,-3.333333,9,280000.000,starlink,0.984054,1,1,2
440,starlink,5,1,4,-3.333333,-3.333333,10,360000.000,starlink,0.986212,1,1,1
441,starlink,5,5,5,-1.111111,-1.111111,1,-360000.000,starlink,0.987127,1,1,1
442,starlink,5,3,5,-1.111111,-1.111111,2,-280000.000,starlink,0.985951,1,1,1
443,starlink,5,2,5,-1.111111,-1.111111,3,-200000.000,starlink,0.985783,1,1,1
444,starlink,5,4,5,-1.111111,-1.111111,4,-120000.000,starlink,0.985910,1,1,1
445,starlink,5,3,5,-1.111111,-1.111111,5,-40000.000,starlink,0.985904,1,1,1
446,starlink,5,2,5,-1.111111,-1.111111,6,40000.000,starlink,0.985002,1,1,1
447,starlink,5,8,5,-1.111111,-1.111111,7,120000.000,starlink,0.985548,1,1,1
448,starlink,5,3,5,-1.111111,-1.111111,8,200000.000,starlink,0.983529,1,1,1
449,starlink,5,6,5,-1.111111,-1.111111,9,280000.000,starlink,0.988733,1,1,1
450,starlink,5,1,5,-1.111111,-1.111111,10,360000.000,starlink,0.987616,1,1,1
451,starlink,5,3,6,1.111111,1.111111,1,-360000.000,starlink,0.987024,1,1,1
452,starlink,5,7,6,1.111111,1.111111,2,-280000.000,starlink,0.987880,1,1,1
453,starlink,5,2,6,1.111111,1.111111,3,-200000.000,starlink,0.986403,1,1,1
454,starlink,5,1,6,1.111111,1.111111,4,-120000.000,starlink,0.988250,1,1,1
455,starlink,5,7,6,1.111111,1.111111,5,-40000.000,starlink,0.985694,1,1,1
456,starlink,5,4,6,1.111111,1.111111,6,40000.000,starlink,0.984928,1,1,1
457,starlink,5,5,6,1.111111,1.111111,7,120000.000,starlink,0.984686,1,1,1
458,starlink,5,4,6,1.111111,1.111111,8,200000.000,starlink,0.985821,1,1,1
459,starlink,5,2,6,1.111111,1.111111,9,280000.000,starlink,0.985481,1,1,1
460,starlink,5,1,6,1.111111,1.111111,10,360000.000,starlink,0.985679,1,1,2
461,starlink,5,2,7,3.333333,3.333333,1,-360000.000,starlink,0.985455,1,1,1
462,starlink,5,5,7,3.333333,3.333333,2,-280000.000,starlink,0.983803,1,1,1
463,starlink,5,5,7,3.333333,3.333333,3,-200000.000,starlink,0.988824,1,1,1
464,starlink,5,2,7,3.333333,3.333333,4,-120000.000,starlink,0.988093,1,1,1
465,starlink,5,3,7,3.333333,3.333333,5,-40000.000,starlink,0.985627,1,1,1
466,starlink,5,1,7,3.333333,3.333333,6,40000.000,starlink,0.985985,1,1,1
467,starlink,5,5,7,3.333333,3.333333,7,120000.000,starlink,0.985288,1,1,1
468,starlink,5,6,7,3.333333,3.333333,8,200000.000,starlink,0.986544,1,1,1
469,starlink,5,4,7,3.333333,3.333333,9,280000.000,starlink,0.986365,1,1,1
470,starlink,5,6,7,3.333333,3.333333,10,360000.000,starlink,0.987607,1,1,1
471,starlink,5,1,8,5.555556,5.555556,1,-360000.000,starlink,0.988588,1,1,1
472,starlink,5,4,8,5.555556,5.555556,2,-280000.000,starlink,0.985153,1,1,1
473,starlink,5,8,8,5.555556,5.555556,3,-200000.000,starlink,0.989156,1,1,1
474,starlink,5,5,8,5.555556,5.555556,4,-120000.000,starlink,0.987541,1,1,1
475,starlink,5,2,8,5.555556,5.555556,5,-40000.000,starlink,0.987417,1,1,1
476,starlink,5,4,8,5.555556,5.555556,6,40000.000,starlink,0.986888,1,1,1
477,starlink,5,3,8,5.555556,5.555556,7,120000.000,starlink,0.986479,1,1,1
478,starlink,5,5,8,5.555556,5.555556,8,200000.000,starlink,0.987952,1,1,1
479,starlink,5,6,8,5.555556,5.555556,9,280000.000,starlink,0.986181,1,1,1
480,starlink,5,7,8,5.555556,5.555556,10,360000.000,starlink,0.988019,1,1,1
481,starlink,5,6,9,7.777778,7.777778,1,-360000.000,starlink,0.989123,1,1,1
482,starlink,5,3,9,7.777778,7.777778,2,-280000.000,starlink,0.985473,1,1,1
483,starlink,5,1,9,7.777778,7.777778,3,-200000.000,starlink,0.985783,1,1,1
484,starlink,5,4,9,7.777778,7.777778,4,-120000.000,starlink,0.986833,1,1,1
485,starlink,5,2,9,7.777778,7.777778,5,-40000.000,starlink,0.988467,1,1,1
486,starlink,5,1,9,7.777778,7.777778,6,40000.000,starlink,0.987863,1,1,1
487,starlink,5,6,9,7.777778,7.777778,7,120000.000,starlink,0.987997,1,1,1
488,starlink,5,8,9,7.777778,7.777778,8,200000.000,starlink,0.988103,1,1,1
489,starlink,5,6,9,7.777778,7.777778,9,280000.000,starlink,0.987022,1,1,1
490,starlink,5,5,9,7.777778,7.777778,10,360000.000,starlink,0.988128,1,1,1
491,starlink,5,2,10,10.000000,10.000000,1,-360000.000,starlink,0.986416,1,1,1
492,starlink,5,5,10,10.000000,10.000000,2,-280000.000,starlink,0.987183,1,1,1
493,starlink,5,1,10,10.000000,10.000000,3,-200000.000,starlink,0.986769,1,1,1
494,starlink,5,8,10,10.000000,10.000000,4,-120000.000,starlink,0.986036,1,1,1
495,starlink,5,8,10,10.000000,10.000000,5,-40000.000,starlink,0.987075,1,1,1
496,starlink,5,7,10,10.000000,10.000000,6,40000.000,starlink,0.987457,1,1,1
497,starlink,5,8,10,10.000000,10.000000,7,120000.000,starlink,0.987278,1,1,1
498,starlink,5,1,10,10.000000,10.000000,8,200000.000,starlink,0.988473,1,1,1
499,starlink,5,2,10,10.000000,10.000000,9,280000.000,starlink,0.988915,1,1,1
500,starlink,5,6,10,10.000000,10.000000,10,360000.000,starlink,0.987129,1,1,1
501,starlink,6,5,1,-10.000000,-10.000000,1,-360000.000,starlink,0.980411,1,1,1
502,starlink,6,7,1,-10.000000,-10.000000,2,-280000.000,starlink,0.981174,1,1,1
503,starlink,6,6,1,-10.000000,-10.000000,3,-200000.000,starlink,0.985166,1,1,1
504,starlink,6,3,1,-10.000000,-10.000000,4,-120000.000,starlink,0.978976,1,1,2
505,starlink,6,8,1,-10.000000,-10.000000,5,-40000.000,starlink,0.974786,1,1,1
506,starlink,6,1,1,-10.000000,-10.000000,6,40000.000,starlink,0.980673,1,1,1
507,starlink,6,1,1,-10.000000,-10.000000,7,120000.000,starlink,0.980322,1,1,1
508,starlink,6,3,1,-10.000000,-10.000000,8,200000.000,starlink,0.978959,1,1,1
509,starlink,6,2,1,-10.000000,-10.000000,9,280000.000,starlink,0.978221,1,1,1
510,starlink,6,1,1,-10.000000,-10.000000,10,360000.000,starlink,0.983676,1,1,1
511,starlink,6,4,2,-7.777778,-7.777778,1,-360000.000,starlink,0.981684,1,1,1
512,starlink,6,5,2,-7.777778,-7.777778,2,-280000.000,starlink,0.982852,1,1,1
513,starlink,6,2,2,-7.777778,-7.777778,3,-200000.000,starlink,0.982833,1,1,1
514,starlink,6,7,2,-7.777778,-7.777778,4,-120000.000,starlink,0.980688,1,1,1
515,starlink,6,6,2,-7.777778,-7.777778,5,-40000.000,starlink,0.984570,1,1,1
516,starlink,6,6,2,-7.777778,-7.777778,6,40000.000,starlink,0.986547,1,1,1
517,starlink,6,7,2,-7.777778,-7.777778,7,120000.000,starlink,0.982432,1,1,1
518,starlink,6,2,2,-7.777778,-7.777778,8,200000.000,starlink,0.983570,1,1,1
519,starlink,6,2,2,-7.777778,-7.777778,9,280000.000,starlink,0.980948,1,1,1
520,starlink,6,3,2,-7.777778,-7.777778,10,360000.000,starlink,0.981865,1,1,1
521,starlink,6,2,3,-5.555556,-5.555556,1,-360000.000,starlink,0.984252,1,1,1
522,starlink,6,4,3,-5.555556,-5.555556,2,-280000.000,starlink,0.985124,1,1,1
523,starlink,6,8,3,-5.555556,-5.555556,3,-200000.000,starlink,0.985577,1,1,1
524,starlink,6,1,3,-5.555556,-5.555556,4,-120000.000,starlink,0.984658,1,1,1
525,starlink,6,7,3,-5.555556,-5.555556,5,-40000.000,starlink,0.984735,1,1,1
526,starlink,6,1,3,-5.555556,-5.555556,6,40000.000,starlink,0.983537,1,1,1
527,starlink,6,6,3,-5.555556,-5.555556,7,120000.000,starlink,0.985218,1,1,1
528,starlink,6,2,3,-5.555556,-5.555556,8,200000.000,starlink,0.984059,1,1,1
529,starlink,6,3,3,-5.555556,-5.555556,9,280000.000,starlink,0.982608,1,1,1
530,starlink,6,3,3,-5.555556,-5.555556,10,360000.000,starlink,0.981914,1,1,1
531,starlink,6,2,4,-3.333333,-3.333333,1,-360000.000,starlink,0.987244,1,1,1
532,starlink,6,3,4,-3.333333,-3.333333,2,-280000.000,starlink,0.986060,1,1,1
533,starlink,6,2,4,-3.333333,-3.333333,3,-200000.000,starlink,0.986748,1,1,1
534,starlink,6,8,4,-3.333333,-3.333333,4,-120000.000,starlink,0.985092,1,1,1
535,starlink,6,3,4,-3.333333,-3.333333,5,-40000.000,starlink,0.984603,1,1,1
536,starlink,6,8,4,-3.333333,-3.333333,6,40000.000,starlink,0.985448,1,1,1
537,starlink,6,2,4,-3.333333,-3.333333,7,120000.000,starlink,0.988323,1,1,1
538,starlink,6,6,4,-3.333333,-3.333333,8,200000.000,starlink,0.988382,1,1,1
539,starlink,6,3,4,-3.333333,-3.333333,9,280000.000,starlink,0.980104,1,1,1
540,starlink,6,5,4,-3.333333,-3.333333,10,360000.000,starlink,0.986825,1,1,1
541,starlink,6,7,5,-1.111111,-1.111111,1,-360000.000,starlink,0.986933,1,1,1
542,starlink,6,8,5,-1.111111,-1.111111,2,-280000.000,starlink,0.986467,1,1,1
543,starlink,6,7,5,-1.111111,-1.111111,3,-200000.000,starlink,0.986425,1,1,2
544,starlink,6,6,5,-1.111111,-1.111111,4,-120000.000,starlink,0.987724,1,1,1
545,starlink,6,1,5,-1.111111,-1.111111,5,-40000.000,starlink,0.986942,1,1,1
546,starlink,6,7,5,-1.111111,-1.111111,6,40000.000,starlink,0.986852,1,1,1
547,starlink,6,8,5,-1.111111,-1.111111,7,120000.000,starlink,0.985819,1,1,1
548,starlink,6,7,5,-1.111111,-1.111111,8,200000.000,starlink,0.988375,1,1,1
549,starlink,6,7,5,-1.111111,-1.111111,9,280000.000,starlink,0.987757,1,1,1
550,starlink,6,2,5,-1.111111,-1.111111,10,360000.000,starlink,0.985081,1,1,1
551,starlink,6,7,6,1.111111,1.111111,1,-360000.000,starlink,0.987686,1,1,1
552,starlink,6,2,6,1.111111,1.111111,2,-280000.000,starlink,0.986417,1,1,1
553,starlink,6,8,6,1.111111,1.111111,3,-200000.000,starlink,0.986785,1,1,1
554,starlink,6,2,6,1.111111,1.111111,4,-120000.000,starlink,0.986167,1,1,1
555,starlink,6,5,6,1.111111,1.111111,5,-40000.000,starlink,0.985249,1,1,1
556,starlink,6,3,6,1.111111,1.111111,6,40000.000,starlink,0.982444,1,1,1
557,starlink,6,2,6,1.111111,1.111111,7,120000.000,starlink,0.985927,1,1,1
558,starlink,6,7,6,1.111111,1.111111,8,200000.000,starlink,0.986802,1,1,1
559,starlink,6,5,6,1.111111,1.111111,9,280000.000,starlink,0.985916,1,1,1
560,starlink,6,1,6,1.111111,1.111111,10,360000.000,starlink,0.986779,1,1,1
561,starlink,6,5,7,3.333333,3.333333,1,-360000.000,starlink,0.987271,1,1,1
562,starlink,6,6,7,3.333333,3.333333,2,-280000.000,starlink,0.988782,1,1,1
563,starlink,6,1,7,3.333333,3.333333,3,-200000.000,starlink,0.986467,1,1,1
564,starlink,6,4,7,3.333333,3.333333,4,-120000.000,starlink,0.987697,1,1,1
565,starlink,6,5,7,3.333333,3.333333,5,-40000.000,starlink,0.987741,1,1,1
566,starlink,6,4,7,3.333333,3.333333,6,40000.000,starlink,0.984600,1,1,1
567,starlink,6,2,7,3.333333,3.333333,7,120000.000,starlink,0.986446,1,1,1
568,starlink,6,3,7,3.333333,3.333333,8,200000.000,starlink,0.984486,1,1,1
569,starlink,6,6,7,3.333333,3.333333,9,280000.000,starlink,0.988700,1,1,1
570,starlink,6,3,7,3.333333,3.333333,10,360000.000,starlink,0.986126,1,1,1
571,starlink,6,6,8,5.555556,5.555556,1,-360000.000,starlink,0.989586,1,1,1
572,starlink,6,7,8,5.555556,5.555556,2,-280000.000,starlink,0.987430,1,1,1
573,starlink,6,2,8,5.555556,5.555556,3,-200000.000,starlink,0.986361,1,1,1
574,starlink,6,6,8,5.555556,5.555556,4,-120000.000,starlink,0.989602,1,1,1
575,starlink,6,8,8,5.555556,5.555556,5,-40000.000,starlink,0.986850,1,1,1
576,starlink,6,5,8,5.555556,5.555556,6,40000.000,starlink,0.986786,1,1,1
577,starlink,6,1,8,5.555556,5.555556,7,120000.000,starlink,0.985542,1,1,1
578,starlink,6,6,8,5.555556,5.555556,8,200000.000,starlink,0.988938,1,1,1
579,starlink,6,8,8,5.555556,5.555556,9,280000.000,starlink,0.987801,1,1,1
580,starlink,6,2,8,5.555556,5.555556,10,360000.000,starlink,0.985702,1,1,1
581,starlink,6,7,9,7.777778,7.777778,1,-360000.000,starlink,0.988905,1,1,1
582,starlink,6,8,9,7.777778,7.777778,2,-280000.000,starlink,0.987347,1,1,1
583,starlink,6,8,9,7.777778,7.777778,3,-200000.000,starlink,0.986207,1,1,1
584,starlink,6,4,9,7.777778,7.777778,4,-120000.000,starlink,0.987724,1,1,1
585,starlink,6,8,9,7.777778,7.777778,5,-40000.000,starlink,0.985289,1,1,1
586,starlink,6,7,9,7.777778,7.777778,6,40000.000,starlink,0.988171,1,1,1
587,starlink,6,3,9,7.777778,7.777778,7,120000.000,starlink,0.985510,1,1,1
588,starlink,6,4,9,7.777778,7.777778,8,200000.000,starlink,0.987705,1,1,1
589,starlink,6,2,9,7.777778,7.777778,9,280000.000,starlink,0.986526,1,1,1
590,starlink,6,6,9,7.777778,7.777778,10,360000.000,starlink,0.989212,1,1,1
591,starlink,6,3,10,10.000000,10.000000,1,-360000.000,starlink,0.986880,1,1,1
592,starlink,6,6,10,10.000000,10.000000,2,-280000.000,starlink,0.987749,1,1,1
593,starlink,6,7,10,10.000000,10.000000,3,-200000.000,starlink,0.989405,1,1,1
